Season,name,position,team,total_points,bps,influence,goals_scored,ict_index,bonus,threat,minutes,creativity,assists,value,clean_sheets,selected
,Ozan Tufan,MID,,1,-3,0.0,0,0.4,0,4.0,45,1.1,0,50,0,1338
,Jarrod Bowen,MID,,1,1,0.4,0,0.1,0,0.0,16,0.8,0,64,0,268896
,Imrân Louza,MID,,1,1,1.8,0,0.2,0,0.0,45,0.3,0,52,0,2324
,Juan Camilo Hernández Suárez,FWD,,2,11,6.4,0,6.4,0,42.0,90,15.3,0,50,0,130558
,Bernardo Mota Veiga de Carvalho e Silva,MID,,2,16,15.2,0,6.8,0,21.0,90,32.1,0,72,0,1000277
,João Pedro Junqueira de Jesus,FWD,,1,0,7.4,0,2.6,0,13.0,45,5.8,0,54,0,13215
,James Maddison,MID,,16,54,79.6,1,19.4,3,44.0,87,70.8,2,66,0,323798
,Wilfred Ndidi,MID,,2,9,11.0,0,7.7,0,54.0,90,12.0,0,48,0,79540
,Michail Antonio,FWD,,2,0,2.8,0,1.2,0,8.0,90,1.1,0,81,0,3852686
,Harvey Barnes,MID,,5,13,9.2,0,7.2,0,37.0,90,26.2,1,65,0,222578
,Ivan Toney,FWD,,9,36,50.0,1,7.3,3,17.0,90,6.2,0,67,1,1821342
,Tomas Soucek,MID,,2,12,6.6,0,1.2,0,4.0,90,1.1,0,57,0,387394
,Neal Maupay,FWD,,2,-7,1.0,0,4.9,0,39.0,67,8.9,0,64,1,236354
,Jakub Moder,MID,,3,5,0.0,0,5.6,0,28.0,81,28.3,0,45,1,59543
,Kalvin Phillips,MID,,1,6,5.8,0,0.7,0,0.0,45,1.3,0,48,0,125543
,Jürgen Locadia,FWD,,1,0,0.0,0,0.1,0,3.0,22,1.1,0,44,0,80532
,Yves Bissouma,MID,,2,4,4.0,0,1.9,0,7.0,90,8.0,0,44,1,852667
,Raphael Dias Belloli,MID,,3,2,12.8,0,2.6,0,12.0,90,1.3,0,67,1,1721181
,Pascal Groß,MID,,3,16,17.4,0,7.3,0,8.0,90,47.5,0,59,1,26361
,Rodrigo Moreno,FWD,,2,9,7.8,0,3.3,0,7.0,90,18.2,0,63,1,153534
,Jack Harrison,MID,,3,10,5.2,0,2.5,0,8.0,62,11.8,0,56,1,87274
,Jeremy Sarmiento,MID,,1,3,1.2,0,0.4,0,2.0,8,0.3,0,45,0,601
,Adam Forshaw,MID,,3,16,18.6,0,3.9,0,8.0,90,12.1,0,45,1,1754
,Solomon March,MID,,1,2,7.0,0,3.5,0,28.0,14,0.0,0,53,0,6130
,Daniel James,MID,,3,6,0.0,0,2.6,0,15.0,90,11.3,0,60,1,51908
,Tyler Roberts,MID,,1,1,8.2,0,6.4,0,55.0,27,0.6,0,48,0,5102
,Leandro Trossard,MID,,3,4,15.0,0,8.3,0,40.0,90,28.3,0,65,1,288587
,Stuart Dallas,MID,,3,17,24.2,0,4.3,0,7.0,90,11.3,0,51,1,396264
,Jamie Shackleton,MID,,0,1,8.4,0,1.1,0,2.0,45,0.3,0,45,0,11361
,Mohamed Salah,MID,,6,13,16.8,0,10.3,0,61.0,90,25.3,1,130,1,6294628
,James Ward-Prowse,MID,,2,16,13.4,0,3.1,0,2.0,90,15.7,0,63,0,173182
,Adama Traoré,MID,,1,3,3.6,0,0.5,0,0.0,22,1.1,0,58,0,144702
,Diogo Jota,MID,,14,44,67.0,2,20.4,1,124.0,80,12.5,0,76,1,1440825
,Wilfried Zaha,MID,,1,0,1.0,0,1.4,0,10.0,71,2.8,0,70,0,725432
,Armando Broja,FWD,,2,0,7.0,0,3.1,0,19.0,90,5.0,0,50,0,135827
,Anwar El Ghazi,MID,,4,18,22.6,0,3.6,0,2.0,13,11.3,1,56,0,36690
,Nathan Redmond,MID,,1,3,3.6,0,0.6,0,2.0,45,0.8,0,59,0,20022
,Lukas Rupp,MID,,1,14,14.8,0,8.7,0,35.0,55,37.4,0,44,0,33507
,Kieran Dowell,MID,,1,4,3.2,0,2.1,0,0.0,8,17.5,0,52,0,2991
,Hee-Chan Hwang,FWD,,2,4,4.8,0,2.4,0,4.0,90,15.0,0,58,1,1118074
,Leander Dendoncker,MID,,1,3,2.0,0,0.4,0,0.0,14,1.5,0,48,0,11416
,Leon Bailey,MID,,3,6,8.4,0,5.2,0,18.0,76,25.6,0,64,1,56409
,Che Adams,FWD,,1,4,3.8,0,1.3,0,4.0,45,4.9,0,68,0,95196
,Raúl Jiménez,FWD,,2,-1,2.8,0,2.3,0,16.0,90,4.3,0,78,1,1224394
,Thiago Alcántara do Nascimento,MID,,6,30,41.2,1,6.0,0,17.0,58,1.9,0,53,0,38043
,Michael Olise,MID,,2,5,3.6,0,2.1,0,6.0,86,11.1,0,54,0,7011
,Sadio Mané,MID,,3,4,4.4,0,3.5,0,25.0,90,5.1,0,120,1,450826
,John McGinn,MID,,10,40,51.8,1,8.3,3,12.0,90,19.3,0,58,0,87366
,Billy Gilmour,MID,,2,13,8.8,0,3.8,0,0.0,90,28.8,0,44,1,408699
,Christos Tzolis,MID,,1,5,2.4,0,0.5,0,2.0,22,0.8,0,48,0,4126
,João Filipe Iria Santos Moutinho,MID,,3,14,13.4,0,4.0,0,9.0,90,17.6,0,50,1,48993
,Kenny McLean,MID,,3,17,18.6,0,2.2,0,0.0,90,3.8,0,49,1,4902
,Fabio Henrique Tavares,MID,,3,17,30.2,0,5.4,0,0.0,90,23.7,0,54,1,61952
,Alex Oxlade-Chamberlain,MID,,1,1,4.8,0,3.3,0,17.0,31,11.5,0,58,0,13853
,Marvelous Nakamba,MID,,1,14,17.8,0,2.9,0,0.0,90,11.6,0,45,0,17921
,Takumi Minamino,MID,,1,3,0.2,0,0.1,0,0.0,9,0.4,0,51,0,5720
,James Milner,MID,,1,3,1.4,0,0.5,0,1.0,23,2.2,0,49,0,6869
,Joshua Sargent,FWD,,2,2,0.2,0,1.3,0,9.0,67,3.6,0,54,1,11736
,Adam Armstrong,FWD,,2,-1,10.4,0,10.2,0,90.0,90,1.2,0,60,0,340198
,Nathan Tella,MID,,1,8,12.2,0,4.1,0,4.0,45,24.4,0,47,0,4516
,Emiliano Buendía Stati,MID,,1,2,0.6,0,0.3,0,2.0,5,0.8,0,62,0,93465
,Ollie Watkins,FWD,,2,-2,5.8,0,2.7,0,8.0,90,13.5,0,74,0,269004
,Jordan Henderson,MID,,3,13,13.4,0,6.4,0,10.0,66,40.8,0,50,1,157844
,Milot Rashica,MID,,3,10,12.6,0,6.7,0,14.0,81,40.8,0,52,1,10898
,Teemu Pukki,FWD,,2,3,8.4,0,10.4,0,82.0,90,13.6,0,58,1,438557
,Odsonne Edouard,FWD,,1,2,3.4,0,2.1,0,17.0,18,0.3,0,65,0,222225
,Jordan Ayew,FWD,,1,2,0.0,0,0.7,0,7.0,3,0.6,0,58,0,45624
,Mathias Normann,MID,,1,3,0.0,0,0.0,0,0.0,34,0.5,0,45,0,48845
,Christian Benteke,FWD,,2,5,4.4,0,5.3,0,36.0,90,12.3,0,64,0,274409
,Eberechi Eze,MID,,1,2,2.4,0,1.2,0,0.0,30,9.4,0,59,0,3449
,Douglas Luiz Soares de Paulo,MID,,0,0,3.8,0,0.5,0,0.0,23,0.8,0,45,0,196904
,Francisco Machado Mota de Castro Trincão,MID,,3,3,1.8,0,0.8,0,2.0,67,4.0,0,57,1,31103
,Luka Milivojevic,MID,,0,1,0.0,0,0.3,0,2.0,59,2.0,0,54,0,4141
,Rúben Diogo da Silva Neves,MID,,2,13,17.4,0,2.4,0,2.0,90,4.9,0,53,1,92160
,Oriol Romeu Vidal,MID,,2,12,12.6,0,1.7,0,2.0,90,2.3,0,45,0,53233
,Conor Gallagher,MID,,2,14,19.6,0,5.4,0,4.0,90,30.4,0,61,0,2413099
,Jacob Ramsey,MID,,3,7,10.2,0,1.2,0,0.0,66,1.5,0,45,1,59301
,Jacob Murphy,MID,,1,4,6.8,0,2.2,0,4.0,23,11.4,0,49,0,43545
,Alexandre Lacazette,FWD,,1,2,0.0,0,0.8,0,8.0,14,0.3,0,83,0,101530
,Mohamed Naser El Sayed Elneny,MID,,1,4,2.2,0,1.3,0,0.0,5,10.3,0,44,0,30158
,Albert Sambi Lokonga,MID,,3,26,26.0,0,9.7,0,0.0,90,70.5,0,48,1,14340
,Isaac Hayden,MID,,1,3,0.4,0,0.0,0,0.0,2,0.0,0,45,0,32680
,Joelinton Cássio Apolinário de Lira,FWD,,2,3,5.6,0,0.8,0,2.0,66,0.4,0,58,0,32339
,Ryan Fraser,MID,,2,15,9.6,0,3.2,0,2.0,90,19.9,0,53,0,6427
,Gabriel Teodoro Martinelli Silva,MID,,6,22,34.6,1,8.7,0,41.0,26,11.8,0,52,0,13415
,Bukayo Saka,MID,,8,29,39.0,1,10.4,0,40.0,63,25.3,0,63,1,822570
,Callum Wilson,FWD,,2,0,0.4,0,0.7,0,6.0,90,0.8,0,74,0,262631
,Martin Ødegaard,MID,,3,14,17.8,0,7.4,0,19.0,90,37.2,0,54,1,108312
,Miguel Almirón,MID,,1,3,3.0,0,1.5,0,0.0,23,12.0,0,52,0,22484
,Emile Smith Rowe,MID,,3,14,11.4,0,9.6,0,53.0,90,31.6,0,59,1,2424606
,Joseph Willock,MID,,2,15,21.6,0,4.2,0,19.0,90,1.7,0,57,0,46431
,Allan Saint-Maximin,FWD,,2,5,9.8,0,4.7,0,23.0,90,13.8,0,68,0,1458430
,Pierre-Emerick Aubameyang,FWD,,1,-7,0.0,0,3.6,0,30.0,75,5.8,0,99,1,393167
,Thomas Partey,MID,,3,15,14.2,0,2.8,0,10.0,84,3.9,0,50,1,29160
,Jonjo Shelvey,MID,,2,13,19.2,0,5.5,0,30.0,87,5.5,0,53,0,4689
,Adam Forshaw,MID,,1,9,3.6,0,1.9,0,2.0,71,13.3,0,45,0,1486
,Tyler Roberts,MID,,1,1,0.2,0,0.2,0,2.0,18,0.0,0,48,0,5123
,Stuart Dallas,MID,,4,28,27.0,0,9.7,2,7.0,90,62.7,0,51,0,405212
,Daniel James,MID,,8,26,46.6,1,16.7,1,108.0,90,12.3,0,60,0,39293
,Lucas Rodrigues Moura da Silva,MID,,5,25,24.4,0,6.3,0,3.0,87,35.5,1,64,0,79431
,Heung-Min Son,MID,,2,13,4.4,0,2.5,0,13.0,90,7.8,0,104,0,1842747
,Pierre-Emile Højbjerg,MID,,10,30,44.0,1,7.3,3,25.0,90,3.6,0,49,0,259548
,Mateusz Klich,MID,,1,3,6.6,0,2.3,0,2.0,58,14.4,0,54,0,39612
,Jack Harrison,MID,,5,23,29.0,0,6.3,0,6.0,90,28.4,1,56,0,86655
,Harry Winks,MID,,2,11,11.8,0,1.5,0,0.0,90,3.3,0,44,0,100034
,Bamidele Alli,MID,,1,2,0.0,0,0.0,0,0.0,2,0.0,0,63,0,105160
,Kalvin Phillips,MID,,1,10,34.2,0,4.4,0,9.0,90,1.0,0,48,0,124398
,Stuart McKinstry,MID,,1,3,0.0,0,0.0,0,0.0,3,0.1,0,44,0,15979
,Joe Gelhardt,FWD,,1,3,8.0,0,7.0,0,60.0,86,1.6,0,45,0,82712
,Harry Kane,FWD,,2,-2,17.4,0,10.4,0,83.0,90,3.9,0,122,0,926879
,Salomón Rondón,FWD,,1,3,0.4,0,0.1,0,0.0,27,0.8,0,60,0,14464
,Bernardo Mota Veiga de Carvalho e Silva,MID,,8,29,51.0,1,11.8,0,44.0,90,22.8,0,71,1,660543
,Rodrigo Hernandez,MID,,10,35,56.6,1,8.3,2,7.0,90,19.1,0,55,1,60654
,Andros Townsend,MID,,2,10,22.2,0,5.5,0,7.0,90,26.2,0,56,0,885140
,Demarai Gray,MID,,1,2,0.0,0,1.8,0,18.0,16,0.6,0,57,0,1167279
,Anthony Gordon,MID,,2,5,17.8,0,3.9,0,20.0,90,1.6,0,45,0,7205
,Alex Iwobi,MID,,2,11,10.8,0,2.6,0,6.0,73,9.2,0,58,0,14768
,Raheem Sterling,MID,,8,28,43.8,1,12.0,0,45.0,90,31.4,0,106,1,100043
,Riyad Mahrez,MID,,1,1,3.2,0,2.4,0,17.0,32,4.1,0,86,0,204848
,Fabian Delph,MID,,2,6,0.8,0,0.2,0,0.0,62,1.1,0,44,0,28127
,Tyler Onyango,MID,,1,3,0.0,0,0.0,0,0.0,1,0.0,0,45,0,0
,Cole Palmer,MID,,6,20,8.0,0,8.7,0,52.0,86,27.3,1,45,1,6432
,Allan Marques Loureiro,MID,,2,9,7.2,0,0.8,0,0.0,89,1.1,0,46,0,505439
,Ilkay Gündogan,MID,,3,13,11.8,0,5.7,0,26.0,90,19.3,0,72,1,233527
,Phil Foden,MID,,1,13,3.2,0,3.3,0,8.0,57,21.4,0,83,0,1214380
,Richarlison de Andrade,FWD,,1,1,0.0,0,0.4,0,4.0,90,1.3,0,74,0,371383
,James McAtee,MID,,1,2,0.0,0,0.0,0,0.0,3,0.0,0,45,0,0
,Martin Ødegaard,MID,,1,2,2.4,0,0.6,0,0.0,23,3.9,0,55,0,115259
,Mohamed Salah,MID,,8,23,40.0,1,15.8,0,93.0,90,25.1,0,130,1,6199228
,Alexandre Lacazette,FWD,,2,6,8.2,0,3.3,0,0.0,66,24.3,0,83,0,98091
,Mohamed Naser El Sayed Elneny,MID,,1,3,0.6,0,0.1,0,0.0,6,0.5,0,44,0,29094
,Ainsley Maitland-Niles,MID,,1,5,3.0,0,0.4,0,0.0,37,0.7,0,53,0,5095
,Albert Sambi Lokonga,MID,,1,5,6.0,0,1.4,0,7.0,52,0.8,0,48,0,14383
,Pierre-Emerick Aubameyang,FWD,,2,1,2.4,0,3.0,0,17.0,90,10.3,0,100,0,370013
,Alex Oxlade-Chamberlain,MID,,3,12,12.2,0,5.1,0,32.0,75,6.7,0,58,1,12236
,Emile Smith Rowe,MID,,2,5,4.2,0,1.0,0,0.0,90,6.1,0,58,0,1971198
,Tyler Morton,MID,,1,3,0.4,0,0.1,0,0.0,6,0.1,0,45,0,165
,Thiago Alcántara do Nascimento,MID,,3,16,17.4,0,7.9,0,35.0,83,26.1,0,53,1,33861
,Diogo Jota,MID,,8,19,35.4,1,8.3,0,46.0,75,1.5,0,75,1,1185146
,Sadio Mané,MID,,12,36,58.2,1,13.8,2,56.0,90,23.9,1,119,1,321391
,Takumi Minamino,MID,,6,20,33.2,1,6.7,0,33.0,14,0.9,0,51,0,4533
,Bukayo Saka,MID,,2,0,2.8,0,5.0,0,38.0,90,8.8,0,63,0,798776
,Jordan Henderson,MID,,1,3,1.2,0,0.3,0,0.0,14,1.5,0,50,0,151280
,Thomas Partey,MID,,2,17,16.2,0,2.5,0,7.0,83,2.0,0,50,0,27959
,Fabio Henrique Tavares,MID,,2,16,9.0,0,2.2,0,0.0,90,13.3,0,54,1,60662
,Tom Cleverley,MID,,2,11,6.4,0,0.9,0,0.0,90,2.8,0,48,0,9166
,Christian Nørgaard,MID,,1,17,22.6,0,3.7,0,2.0,90,12.0,0,50,0,87077
,Nemanja Matic,MID,,2,8,12.6,0,1.8,0,4.0,90,1.0,0,45,0,28178
,Joshua King,FWD,,6,23,44.8,1,15.5,0,98.0,90,11.9,0,56,0,321647
,Callum Wilson,FWD,,1,-8,0.0,0,7.8,0,71.0,90,12.4,0,74,0,293902
,Jeffrey Schlupp,MID,,1,5,7.0,0,1.9,0,2.0,9,10.3,0,54,0,3687
,Theo Walcott,MID,,1,2,0.0,0,0.9,0,10.0,28,0.9,0,58,0,9686
,Saïd Benrahma,MID,,2,7,4.8,0,0.9,0,2.0,70,2.2,0,64,0,2523940
,James Ward-Prowse,MID,,2,23,24.8,0,11.7,0,18.0,90,73.8,0,63,0,180183
,Oriol Romeu Vidal,MID,,2,16,7.6,0,2.3,0,10.0,72,5.6,0,45,0,53763
,Leandro Trossard,MID,,2,14,12.8,0,7.6,0,41.0,90,21.8,0,65,0,257302
,Leander Dendoncker,MID,,1,3,0.0,0,0.0,0,0.0,3,0.2,0,48,0,11718
,Andriy Yarmolenko,MID,,1,3,4.4,0,3.4,0,20.0,19,9.1,0,51,0,9982
,Rúben Diogo da Silva Neves,MID,,2,15,16.2,0,4.7,0,12.0,90,18.3,0,53,1,89624
,Che Adams,FWD,,9,32,39.4,1,9.2,3,42.0,61,10.6,0,68,0,97028
,Conor Gallagher,MID,,5,29,32.6,0,9.6,0,23.0,80,40.8,1,59,0,1862397
,Anthony Martial,FWD,,1,2,1.4,0,0.7,0,2.0,45,3.8,0,76,0,50001
,Jakub Moder,MID,,2,10,7.4,0,1.8,0,4.0,90,6.3,0,45,0,60497
,Bruno Miguel Borges Fernandes,MID,,2,13,9.8,0,3.2,0,5.0,90,16.8,0,117,0,1592480
,Shandon Baptiste,MID,,1,3,4.0,0,0.4,0,0.0,1,0.0,0,49,0,1917
,Ismaila Sarr,MID,,5,20,38.8,1,10.8,0,58.0,67,11.5,0,60,0,831974
,Alexis Mac Allister,MID,,0,-1,0.0,0,0.9,0,10.0,1,0.2,0,54,0,34580
,Hee-Chan Hwang,FWD,,2,14,6.4,0,3.5,0,10.0,86,18.8,0,58,1,1119320
,Kenny McLean,MID,,2,12,13.4,0,3.7,0,10.0,90,13.8,0,49,0,4643
,Sergi Canós,MID,,10,31,40.8,0,7.1,2,5.0,90,25.3,2,55,0,159981
,Marcus Rashford,MID,,1,0,6.6,0,3.4,0,21.0,45,5.9,0,94,0,76621
,Maxwel Cornet,MID,,7,26,44.2,1,7.9,0,19.0,83,16.2,0,61,0,158709
,Johann Berg Gudmundsson,MID,,2,11,15.2,0,7.1,0,43.0,90,12.9,0,54,0,5463
,Marvelous Nakamba,MID,,2,6,17.2,0,1.9,0,0.0,90,1.8,0,45,1,16987
,Raúl Jiménez,FWD,,8,32,37.6,1,5.9,2,17.0,90,3.9,0,77,1,847105
,Sean Longstaff,MID,,1,6,3.8,0,0.4,0,0.0,19,0.6,0,45,0,69626
,Wilfried Zaha,MID,,1,2,5.4,0,5.8,0,28.0,90,24.6,0,70,0,719990
,João Filipe Iria Santos Moutinho,MID,,3,18,20.6,0,5.6,0,7.0,90,28.1,0,50,1,45921
,Jacob Murphy,MID,,2,12,21.8,0,5.5,0,3.0,90,30.0,0,49,0,44098
,Billy Gilmour,MID,,5,21,28.6,0,7.2,0,0.0,85,43.5,1,44,0,387840
,Cristiano Ronaldo dos Santos Aveiro,FWD,,5,12,21.2,0,9.7,0,53.0,90,22.3,1,124,0,2756677
,Donny van de Beek,MID,,7,26,50.8,1,12.0,1,35.0,45,34.3,0,57,0,11789
,Jesse Lingard,MID,,1,3,0.0,0,0.0,0,0.0,1,0.0,0,68,0,91901
,Anwar El Ghazi,MID,,1,3,1.4,0,0.2,0,0.0,6,1.0,0,56,0,37583
,Mohamed Elyounoussi,MID,,1,2,4.2,0,6.3,0,32.0,56,27.1,0,55,0,15503
,Manuel Lanzini,MID,,1,11,5.4,0,0.9,0,0.0,31,3.2,0,58,0,10312
,Moussa Sissoko,MID,,2,9,5.4,0,3.0,0,22.0,90,2.7,0,45,0,216893
,Adama Traoré,MID,,1,6,3.4,0,1.3,0,8.0,14,1.1,0,58,0,151722
,Luka Milivojevic,MID,,2,13,7.0,0,5.2,0,9.0,86,36.2,0,54,0,4014
,Pascal Groß,MID,,2,15,13.8,0,5.3,0,10.0,88,28.8,0,59,0,27189
,Declan Rice,MID,,1,13,13.4,0,2.4,0,7.0,90,3.1,0,50,0,478198
,Emmanuel Dennis,FWD,,14,48,66.8,1,13.2,3,42.0,90,23.6,2,52,0,710784
,John McGinn,MID,,3,13,17.8,0,4.1,0,8.0,90,15.4,0,58,1,86847
,Matej Vydra,FWD,,1,0,3.0,0,2.2,0,19.0,6,0.0,0,52,0,33559
,Todd Cantwell,MID,,1,2,1.4,0,0.5,0,2.0,45,1.8,0,53,0,19289
,Ryan Fraser,MID,,4,20,28.6,0,6.5,0,0.0,19,36.0,1,53,0,5837
,Armando Broja,FWD,,1,3,2.0,0,0.4,0,2.0,33,0.0,0,50,0,142030
,Jarrod Bowen,MID,,2,5,4.4,0,2.1,0,15.0,70,1.2,0,64,0,271669
,Michael Olise,MID,,0,-5,1.4,0,2.5,0,19.0,32,4.7,0,54,0,7878
,Adam Lallana,MID,,2,6,3.6,0,0.8,0,2.0,90,2.4,0,54,0,21245
,Saman Ghoddos,MID,,0,0,6.2,0,0.9,0,2.0,58,1.2,0,53,0,4189
,Ibrahima Diallo,MID,,2,17,17.0,0,5.2,0,6.0,90,29.4,0,45,0,18570
,Dwight McNeil,MID,,2,19,22.2,0,8.1,0,4.0,90,54.8,0,58,0,17058
,Ivan Toney,FWD,,6,22,44.4,1,10.2,0,46.0,90,11.4,0,67,0,1830244
,Solomon March,MID,,1,5,4.2,0,0.5,0,0.0,26,0.8,0,53,0,6276
,Odsonne Edouard,FWD,,1,2,0.0,0,0.0,0,0.0,3,0.0,0,65,0,259913
,Imrân Louza,MID,,1,13,15.8,0,6.9,0,8.0,76,44.8,0,52,0,2101
,Juan Camilo Hernández Suárez,FWD,,1,8,10.4,0,5.6,0,2.0,22,43.6,0,50,0,136077
,Neal Maupay,FWD,,1,3,0.0,0,0.0,0,0.0,11,0.0,0,65,0,270267
,Tomas Soucek,MID,,2,12,16.8,0,3.2,0,13.0,90,2.0,0,58,0,405504
,Michail Antonio,FWD,,2,5,3.2,0,4.3,0,17.0,90,22.8,0,82,0,4191532
,Yves Bissouma,MID,,3,26,24.0,0,2.8,1,0.0,90,4.3,0,44,0,842675
,Leon Bailey,MID,,1,2,5.4,0,4.2,0,35.0,24,1.6,0,64,0,58433
,Jacob Ramsey,MID,,3,9,4.2,0,0.8,0,0.0,83,3.3,0,45,1,54592
,Joseph Willock,MID,,2,4,9.8,0,3.6,0,4.0,70,22.2,0,58,0,47197
,Josh Brownhill,MID,,2,11,8.4,0,3.0,0,10.0,90,12.0,0,44,0,346610
,João Pedro Junqueira de Jesus,FWD,,7,27,33.6,1,7.7,2,42.0,13,1.3,0,54,0,10040
,Christos Tzolis,MID,,1,3,0.0,0,0.0,0,0.0,1,0.3,0,48,0,4175
,Emiliano Buendía Stati,MID,,3,7,2.2,0,1.3,0,8.0,73,2.5,0,62,1,94482
,Pablo Fornals,MID,,1,3,4.2,0,0.6,0,0.0,58,1.4,0,60,0,193239
,Jonjo Shelvey,MID,,2,18,21.2,0,8.6,0,8.0,90,56.8,0,53,0,4496
,Adam Armstrong,FWD,,5,15,26.4,0,11.6,0,67.0,90,22.9,1,60,0,373520
,Joshua Sargent,FWD,,1,4,1.6,0,2.1,0,18.0,45,1.1,0,54,0,11979
,Allan Saint-Maximin,FWD,,10,31,38.2,1,12.4,2,63.0,90,22.4,1,68,0,1341089
,Milot Rashica,MID,,2,5,3.4,0,2.1,0,15.0,89,2.4,0,52,0,10381
,Danny Ings,FWD,,2,6,0.0,0,0.5,0,4.0,65,1.5,0,77,1,870469
,Scott McTominay,MID,,0,-1,4.8,0,0.5,0,0.0,45,0.5,0,54,0,22012
,Nikola Vlasic,MID,,1,2,1.2,0,0.3,0,0.0,19,2.0,0,57,0,3261
,Ollie Watkins,FWD,,8,32,35.6,1,6.4,2,25.0,90,3.8,0,73,1,208539
,Vitaly Janelt,MID,,2,8,16.6,0,1.8,0,0.0,88,1.6,0,50,0,13216
,Bryan Mbeumo,MID,,2,7,3.2,0,5.8,0,31.0,90,24.0,0,56,0,375000
,Jordan Ayew,FWD,,1,8,3.2,0,4.1,0,18.0,57,19.9,0,58,0,46455
,Jadon Sancho,MID,,2,14,14.6,0,5.2,0,4.0,90,33.2,0,89,0,146168
,Teemu Pukki,FWD,,8,31,38.2,1,9.6,2,56.0,90,1.5,0,58,0,370592
,Daniel Castelo Podence,MID,,6,15,30.4,0,9.4,0,30.0,75,33.3,1,55,1,6622
,Joelinton Cássio Apolinário de Lira,FWD,,9,39,51.2,1,14.4,3,64.0,90,29.1,0,58,0,29250
,Lukas Rupp,MID,,1,3,5.0,0,0.5,0,0.0,4,0.0,0,44,0,33808
,Christian Benteke,FWD,,12,47,75.0,2,15.9,3,69.0,90,15.3,0,63,0,123146
,Frank Onyeka,MID,,4,9,0.0,0,0.6,0,6.0,31,1.1,1,49,0,6720
,Jay Rodriguez,FWD,,1,2,1.0,0,0.1,0,0.0,11,0.3,0,53,0,44143
,Ashley Westwood,MID,,4,12,19.2,0,5.4,0,18.0,90,16.8,1,53,0,30328
,Mathias Normann,MID,,1,5,13.4,0,2.6,0,1.0,90,12.0,0,45,0,34492
,Chris Wood,FWD,,6,28,30.6,1,4.8,0,17.0,79,0.7,0,67,0,109337
,Jorge Luiz Frello Filho,MID,,3,24,14.2,0,4.5,0,0.0,76,30.5,0,58,1,378416
,Kai Havertz,MID,,3,3,0.0,0,1.2,0,8.0,61,4.8,0,81,1,603110
,Wilfred Ndidi,MID,,2,7,11.0,0,1.3,0,0.0,90,1.7,0,48,0,77670
,N'Golo Kanté,MID,,9,30,51.0,1,9.4,1,31.0,90,12.4,0,49,1,225828
,Kelechi Iheanacho,FWD,,1,2,3.2,0,0.5,0,0.0,45,1.9,0,70,0,236595
,Callum Hudson-Odoi,MID,,3,8,8.2,0,5.4,0,31.0,90,15.0,0,53,1,62585
,Ruben Loftus-Cheek,MID,,1,3,2.8,0,0.3,0,0.0,13,0.6,0,54,0,14785
,Kiernan Dewsbury-Hall,MID,,1,5,6.2,0,1.8,0,0.0,15,11.4,0,45,0,3497
,James Maddison,MID,,1,9,16.2,0,4.6,0,14.0,45,15.8,0,66,0,318257
,Jamie Vardy,FWD,,2,0,0.0,0,0.7,0,8.0,90,1.5,0,107,0,2293153
,Marc Albrighton,MID,,2,10,22.8,0,3.8,0,0.0,90,15.1,0,52,0,10362
,Ademola Lookman,MID,,1,4,2.2,0,0.3,0,0.0,45,0.3,0,60,0,4892
,Christian Pulisic,MID,,6,14,33.2,1,8.3,0,39.0,28,10.8,0,79,0,46060
,Hakim Ziyech,MID,,4,19,21.4,0,5.7,0,10.0,28,25.7,1,73,0,32330
,Harvey Barnes,MID,,1,1,0.0,0,0.1,0,0.0,45,2.1,0,65,0,212166
,Mason Mount,MID,,3,5,2.0,0,0.6,0,1.0,61,2.6,0,75,1,1224734
,Boubakary Soumaré,MID,,2,5,7.0,0,0.8,0,0.0,74,1.4,0,48,0,9406
,Divock Origi,FWD,,5,27,36.0,1,7.7,0,40.0,14,1.3,0,49,0,85204
,Saïd Benrahma,MID,,2,11,8.6,0,4.4,0,8.0,85,26.9,0,64,0,2621298
,Tomas Soucek,MID,,1,5,9.4,0,1.4,0,4.0,90,0.5,0,58,0,425083
,Jarrod Bowen,MID,,9,30,33.0,0,8.1,1,20.0,83,28.1,2,63,0,130604
,Michail Antonio,FWD,,2,4,0.0,0,2.0,0,18.0,90,2.2,0,82,0,4016151
,Mohamed Salah,MID,,5,16,19.6,0,8.3,0,38.0,90,25.2,1,129,0,6116608
,Declan Rice,MID,,2,14,13.6,0,1.5,0,0.0,90,1.8,0,50,0,453871
,Fabio Henrique Tavares,MID,,2,15,7.8,0,1.7,0,0.0,79,9.2,0,54,0,58500
,Jordan Henderson,MID,,2,24,21.8,0,8.2,0,10.0,90,50.3,0,50,0,160112
,Diogo Jota,MID,,2,7,1.6,0,3.7,0,11.0,75,24.6,0,75,0,1073063
,Pablo Fornals,MID,,12,37,42.0,1,7.5,2,7.0,90,25.8,1,60,0,163901
,Sadio Mané,MID,,2,5,8.0,0,9.0,0,60.0,90,21.8,0,119,0,339554
,Alex Oxlade-Chamberlain,MID,,2,10,9.0,0,2.7,0,12.0,68,5.7,0,58,0,11441
,Takumi Minamino,MID,,1,2,1.2,0,0.2,0,0.0,10,0.8,0,51,0,4376
,Thiago Alcántara do Nascimento,MID,,1,10,10.6,0,3.2,0,17.0,21,4.5,0,53,0,32782
